"recipe_name_original","markup_recipe_name_original","recipe_name_interpreted","restriction","topic_sum","subtopic_sum","named_individuals_sum","date_of_recipe_YEAR","source_book","unique_recipe_code","costs_prices","discusses_durability","discusses_quality","illustration","swatch"
"Cologne Earth cake","Cologne Earth cake","Cologne earth watercolour cakes","Restricted","watercolour, notes on grinding, notes on soaking, quality evaluation","Cologne earth, curdled gum solution",,,"X3","X3P362L10",,"no","yes","no","no"
"Deep Chrome cake","Deep Chrome cake","deep chrome watercolour cakes",,"watercolour, notes on washing, notes on grinding","chrome",,"1858","X3","X3P363L01",,"no","no","no","no"
"Flake White cake","Flake White cake","flake white watercolour cakes","Restricted","watercolour, notes on washing, notes on grinding, suggested modifications","cremnitz white, curdled plain gum arabic solution",,"1858","X3","X3P363L15",,"no","no","no","no"
"[blank]","[blank]","cover ",,"cover page",,,,"X4","X4COVERL01",,"no","no","no","no"
"Moists from 326 to 594","Moists from 326 to 594","cover with title",,,,,,"X4","X4F01L01",,"no","no","no","no"
"Moist Scarlet. Vermilion","Moist Sc<em>arle</em>t. Vermilion","scarlet vermilion watercolour moist","Restricted","watercolour, notes on grinding","vermilion","Field","1853","X4","X4P001L01",,"no","no","no","no"
"Moist Blue Black","Moist Blue Black","lamp black watercolour moist","Restricted","watercolour, moist","lamp black",,,"X4","X4P003L01",,"no","yes","no","no"
"[Moist Blue Black]","[Moist Blue Black]","lamp black: watercolour cakes",,"watercolour cakes","lamp black",,"1854","X4","X4P004L01",,"no","no","no","no"
"Moist Blue Black","M<em>oi</em>st Blue Black","lamp black watercolour moist","Restricted","watercolour, notes on grinding, note on fermenting","lamp black",,,"X4","X4P005L01",,"yes","yes","no","no"
"Moist Ultramarine ash","M<em>oi</em>st Ultra<em>marine </em>ash","ultramarine ash watercolour cakes","Restricted","watercolour cakes","ultramarine ashes",,,"X4","X4P007L01",,"no","no","no","no"
"Moist Ultramarine Ash","M<em>oi</em>st Ultra<em>marine </em>Ash","ultramarine : ash","Restricted","pigment manufacture","ultramarine","Zovani",,"X4","X4P008L01",,"no","no","no","no"
"Moist Roman Ochre","M<em>oi</em>st Rom<em>an </em>Ochre","Roman ochre watercolour cakes",,"watercolour, breaking sorting & picking","ochres","Reeves & Sons",,"X4","X4P010L01",,"no","no","no","no"
"Moist Roman Sepia","M<em>oi</em>st Roman Sepia","Roman sepia watercolour moist","Restricted","watercolour","sepia",,"1857","X4","X4P011L01",,"no","no","no","no"
"Moist Smalt","M<em>oi</em>st Smalt","smalt watercolour moist","Restricted","watercolour","smalt",,,"X4","X4P013L01",,"no","yes","no","no"
"Moist Smalt","M<em>oi</em>st Smalt","smalt watercolour moist",,"watercolour","smalt","Dumonts'",,"X4","X4P014L01",,"no","no","no","no"
"Moist Indian Purple ","M<em>oi</em>st Ind<em>ian </em>Purple","Indian purple watercolour moist","Restricted","watercolour, moist","Indian purple","Arthur",,"X4","X4P015L01",,"no","no","no","no"
"Moist Hookers Green No 1","M<em>oi</em>st Hookers G<em>ree</em>n No 1","Hookers green watercolour moist",,"watercolour","Hookers' green",,,"X4","X4P017L01",,"no","no","no","no"
"Moist Prussian Green","M<em>oi</em>st Pruss<em>ian </em>Green","Prussian green (mixed Prussian blue and gamboge)",,"watercolour, moist, mixed pigments","Prussian green",,,"X4","X4P018L01",,"no","no","no","no"
"Moist Burnt Carmine","M<em>oi</em>st Burnt Carmine","burnt carmine watercolour moist","Restricted","watercolour","carmine ",,,"X4","X4P019L01",,"no","no","no","no"
"Moist Reuben's Madder","M<em>oi</em>st Reuben's Madder","Rubens' madder watercolour moist","Restricted","watercolour","madder",,,"X4","X4P020L01",,"yes","yes","no","no"
"Moist Mars Orange","M<em>oi</em>st Mars Orange","mars orange watercolour moist",,"watercolour, moist","Mars pigments",,,"X4","X4P021L1",,"no","no","no","no"
"Moist Mars Orange","M<em>oi</em>st Mars Orange","mars orange watercolour moist",,"watercolour","Mars pigments","L B's",,"X4","X4P021L01",,"no","no","no","no"
"Curdled Mixture","Curdled Mixture","curdled gum arabic solution",,"miscellaneous materials","gum solution",,,"X4","X4P021L17",,"no","no","no","no"
"Curdled Mixture","Curdled Mixture","curdled mixture",,"binder manufacture","curdled gum",,,"X4","X4P021L17",,"no","no","no","no"
"Moist Rose Madder","Moist Rose Madder","rose madder watercolour moist","Restricted","watercolour, moist","madder",,,"X4","X4P023L01",,"no","no","no","no"
"Moist Rose Madder","M<em>oi</em>st Rose Madder","rose madder watercolour moist","Restricted","moist colours","madder",,,"X4","X4P024L01",,"no","yes","no","no"
"Moist Rose Madder","M<em>oi</em>st Rose Madder","rose madder watercolour moist","Restricted","watercolour, moist, mixing instructions","madder",,,"X4","X4P026L01",,"no","no","no","no"
"Moist Rose Madder","M<em>oi</em>st Rose Madder","rose madder watercolour moist","Restricted","watercolour, moist, notes on quality","madder",,,"X4","X4P028L01",,"no","no","no","no"
"Moist Rose Madder","M<em>oi</em>st Rose Madder","rose madder watercolour moist","Restricted","watercolour, moist","madder",,,"X4","X4P030L01",,"no","no","no","no"
"Moist Rose Madder","M<em>oi</em>st Rose Madder","rose madder watercolour moist","Restricted","watercolour, moist","madder",,,"X4","X4P032L01",,"no","yes","no","no"
"Moist Warm Sepia","M<em>oi</em>st Warm Sepia","warm sepia watercolour moist",,"watercolour, moist","sepia",,,"X4","X4P035L01",,"no","no","no","no"
"Moist Warm Sepia ","M<em>oi</em>st Warm Sepia","warm sepia watercolour moist","Restricted","watercolour, moist","sepia","Newman",,"X4","X4P036L01",,"no","no","no","no"
"Moist Warm Sepia","M<em>oi</em>st Warm Sepia","warm sepia watercolour moist","Restricted","watercolour, moist","sepia",,,"X4","X4P038L01",,"no","no","no","no"
"Moist Carmine","M<em>oi</em>st Carmine","carmine watercolour moist",,"watercolour, moist","carmine ",,,"X4","X4P040L01",,"no","no","no","no"
"Moist Carmine","M<em>oi</em>st Carmine","carmine watercolour moist","Restricted","watercolour, moist","carmine ","L B's",,"X4","X4P041L01",,"no","no","no","no"
"Moist Carmine","M<em>oi</em>st Carmine","carmine watercolour moist","Restricted","watercolour, moist","carmine ","Husk","1853","X4","X4P042L01",,"no","no","no","no"
"Moist Carmine","M<em>oi</em>st Carmine","carmine watercolour moist","Restricted","watercolour, moist","carmine ",,"1853","X4","X4P043L01",,"no","no","no","no"
"Moist Carmine","M<em>oi</em>st Carmine","carmine watercolour moist",,"watercolour, moist","carmine ",,,"X4","X4P044L01",,"no","no","no","no"
"Moist Carmine","M<em>oi</em>st Carmine","carmine watercolour moist","Restricted","watercolour, moist","carmine ",,"1855","X4","X4P045L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P046L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist",,"watercolour, moist","Indian yellow",,,"X4","X4P047L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P048L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P049L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,"1853","X4","X4P050L01",,"no","no","no","no"
"Moist Indian Yellow Shreds","M<em>oi</em>st Ind<em>ian </em>Yellow Shreds","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P052L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P054L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P055L01",,"no","no","no","no"
"Moist Indian Yellow","M<em>oi</em>st Ind<em>ian </em>Yellow","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,,"X4","X4P056L01",,"no","no","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P058L01",,"no","no","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P059L01",,"no","no","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P060L01",,"no","no","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P062L01",,"no","no","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P064L01",,"no","yes","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P066L01",,"no","no","no","no"
"Moist Crimson Lake","M<em>oi</em>st Crim<em>son </em>Lake","crimson lake watercolour moist",,"watercolour, moist","crimson lake",,,"X4","X4P068L01",,"no","no","no","no"
"Moist Purple Madder","M<em>oi</em>st Purp<em>le </em>Madder","purple madder watercolour moist","Restricted","watercolour, moist","""purple madder"" [lac]",,,"X4","X4P070L01",,"no","no","no","no"
"Moist Purple Madder","M<em>oi</em>st Purp<em>le </em>Madder","purple madder watercolour moist","Restricted","watercolour, moist","""purple madder"" [lac]",,,"X4","X4P071L01",,"no","no","no","no"
"Moist Purple Madder","M<em>oi</em>st Purp<em>le </em>Madder","purple madder watercolour moist","Restricted","watercolour, moist","""purple madder"" [lac]",,,"X4","X4P072L01",,"no","no","no","no"
"Moist Purple Madder","M<em>oi</em>st Purp<em>le </em>Madder","purple madder watercolour moist","Restricted","watercolour, moist","""purple madder"" [lac]",,,"X4","X4P074L01",,"no","no","no","no"
"Moist Purple Madder","M<em>oi</em>st Purple Madder","purple madder watercolour moist","Restricted","watercolour, moist","""purple madder"" [lac]",,,"X4","X4P076L01",,"no","no","no","no"
"Moist Burnt Sienna","M<em>oi</em>st B<em>urn</em>t Sienna","burnt sienna watercolour moist","Restricted","watercolour, moist","burnt Sienna",,,"X4","X4P078L01",,"no","no","no","no"
"Moist Burnt Sienna for Mixing","M<em>oi</em>st B<em>urn</em>t Sienna for Mixing","burnt sienna watercolour moist",,"watercolour, moist, watercolour cakes, mixing","burnt Sienna",,,"X4","X4P080L01",,"no","no","no","no"
"Moist Burnt Sienna","M<em>ois</em>t B<em>urn</em>t Sienna","burnt sienna watercolour moist","Restricted","watercolour, moist","burnt Sienna",,,"X4","X4P081L01",,"no","yes","no","no"
"Moist Burnt Sienna","M<em>oi</em>st B<em>urn</em>t Sienna","burnt sienna watercolour moist",,"watercolour, moist","burnt Sienna",,,"X4","X4P083L01",,"no","no","no","no"
"Moist Burnt Sienna","M<em>oi</em>st B<em>urn</em>t Sienna","burnt sienna watercolour moist","Restricted","watercolour, moist","burnt Sienna",,"1855","X4","X4P085L01",,"no","no","no","no"
"Moist Raw Sienna","M<em>oi</em>st Raw Sienna","raw sienna watercolour moist",,"watercolour, moist","raw Sienna",,,"X4","X4P087L01",,"no","no","no","no"
"Moist Raw Sienna","M<em>oi</em>st Raw Sienna","raw sienna watercolour moist",,"watercolour, moist","raw Sienna",,,"X4","X4P089L01",,"no","no","no","no"
"B. B. G. [boiled Brit G.]","B. B. G. [boiled Brit G.]","British Gum boiled",,"miscellaneous materials","gum",,"1854","X4","X4P091L01",,"no","no","no","no"
"Mister Newton's metod of making ""Snow""","M<em>ister </em>N<em>ewton</em>'s metod of making ""Snow""","solution: protein",,"miscellaneous materials","proteinous solution",,,"X4","X4P092L01",,"no","no","no","no"
"Jellied G. L.","Jellied G. L.","jellied glycerine","Restricted","miscellaneous materials, process description","glycerine",,"1853","X4","X4P093L01",,"no","no","no","no"
"Jellied G. L.","Jellied G. L.","jellied glycerine","Restricted","miscellaneous materials, process description","glycerine",,"1853","X4","X4P094L01",,"no","no","no","no"
"Dark Coag G L","Dark Coag G L","Coagulated G L [glycerine]","Restricted","miscellaneous materials","glycerine",,,"X4","X4P096L01",,"no","no","no","no"
"Moist Ivory Black","M<em>oi</em>st Ivory Black","ivory black watercolour moist","Restricted","watercolour, moist","ivory black",,,"X4","X4P098L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist","Restricted","watercolour, moist","cobalt pigment",,,"X4","X4P102L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P104L01",,"no","no","no","no"
"Curdled Mixture","Curdled Mixture","curdled mixture","Restricted",,,,,"X4","X4P104L16",,"no","no","no","no"
"Moist Cobalt Blue","M<em>oi</em>st Cobalt Blue","cobalt blue watercolour moist","Restricted","watercolour, moist","cobalt pigment",,,"X4","X4P106L01",,"no","no","no","no"
"Moist Cobalt  (Small Trial)","M<em>oi</em>st Cobalt (Small Trial)","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P108L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P109L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P111L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P112L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P114L01",,"no","no","no","no"
"Moist Cobalt Blue","M<em>oi</em>st Cobalt Blue","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,"1854","X4","X4P116L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P118L01",,"no","no","no","no"
"Moist Cobalt","M<em>oi</em>st Cobalt","cobalt blue watercolour moist",,"watercolour, moist","cobalt pigment",,,"X4","X4P120L01",,"no","no","no","no"
"Moist cobalt Blue","M<em>oi</em>st cobalt Blue","cobalt blue watercolour moist",,"watercolour, moist","cobalt blue",,,"X4","X4P121L01",,"no","no","no","no"
"Moist Cobalt Blue","M<em>oi</em>st Cobalt Blue","cobalt blue watercolour moist",,"watercolour, moist","cobalt blue",,,"X4","X4P124L01",,"no","no","no","no"
"[improved formula]","[improved formula]","[improved formula]",,"watercolour, moist","cobalt pigment",,,"X4","X4P125L01",,"no","no","no","no"
"Moist Deep Chrome","M<em>oi</em>st Deep Chrome","deep chrome watercolour moist",,"watercolour, moist","deep chrome",,,"X4","X4P126L01",,"no","no","no","no"
"Moist Deep Chrome","M<em>oi</em>st Deep Chrome","deep chrome watercolour moist",,"watercolour, moist","deep chrome",,,"X4","X4P128L01",,"no","no","no","no"
"Moist Deep Chrome","M<em>oi</em>st Deep Chrome","deep chrome watercolour moist","Restricted","watercolour, moist","deep chrome",,,"X4","X4P130L01",,"no","no","no","no"
"Moist Pale Chrome","M<em>oi</em>st Pale Chrome","pale chrome watercolour moist",,"watercolour, moist","pale chrome",,"1855","X4","X4P132L01",,"no","no","no","no"
"Moist Pale Chrome","M<em>oi</em>st Pale Chrome","pale chrome watercolour moist",,"watercolour, moist","pale chrome","W&N, R P [Rathbone Place]","1853","X4","X4P133L01",,"no","no","no","no"
"Moist Pale Chrome","M<em>oi</em>st Pale Chrome","pale chrome watercolour moist","Restricted","discussion of quality, watercolour, moist, discussion of variations","pale chrome",,,"X4","X4P134L01",,"no","no","no","no"
"Moist Gamboge","M<em>oi</em>st Gamboge","gamboge watercolour moist","Restricted","watercolour, moist","gamboge",,,"X4","X4P136L01",,"no","yes","no","no"
"Moist Gamboge","M<em>oi</em>st Gamboge","gamboge watercolour moist","Restricted","watercolour, moist","gamboge",,,"X4","X4P137L01",,"no","no","no","no"
"Moist Gamboge","M<em>oi</em>st Gamboge","gamboge watercolour moist",,"watercolour, moist","gamboge",,,"X4","X4P138L01",,"no","no","no","no"
"Moist Gamboge","M<em>oi</em>st Gamboge","gamboge watercolour moist","Restricted","watercolour, moist","gamboge",,"1857","X4","X4P139L01",,"no","no","no","no"
"Moist Gamboge","M<em>oi</em>st Gamboge","gamboge watercolour moist","Restricted","watercolour, moist","gamboge",", K J","1857","X4","X4P140L01",,"no","no","no","no"
"Moist Brown Ochre","M<em>oi</em>st Br<em>ow</em>n Ochre","brown ochre watercolour moist",,"watercolour, moist","brown ochre",,,"X4","X4P141L01",,"no","no","no","no"
"Moist Vermilion","M<em>oi</em>st Vermilion","vermilion watercolour moist","Restricted","watercolour, moist","vermilion","L B's",,"X4","X4P142L01",,"no","no","no","no"
"Vermilion prepared for tubes only","Vermilion p<em>re</em>p<em>are</em>d for tubes only","vermilion watercolour tube","Restricted","watercolour, tubes","vermilion",,,"X4","X4P144L01",,"no","no","no","no"
"Vermilion for tubes or moists","Vermilion for tubes or m<em>oi</em>sts","vermilion watercolour tube or moist","Restricted","watercolour, moist, watercolour, tubes","vermilion",,,"X4","X4P146L01",,"no","no","no","no"
"Vermilion for Tubes or Moists","Vermilion for Tubes or M<em>oi</em>sts","vermilion watercolour tube or moist","Restricted","watercolour, moist, watercolour, tubes","vermilion",,,"X4","X4P148L01",,"no","no","no","no"
"Vermilion for Tubes or Moists","Vermilion for Tubes or M<em>oi</em>sts","vermilion watercolour tube or moist","Restricted","watercolour, moist, watercolour, tubes","vermilion",,,"X4","X4P150L01",,"no","no","no","no"
"Moist Neutral Tint","M<em>oi</em>st Neutr<em>al </em>Tint","neutral tint watercolour moist",,"watercolour, moist","neutral tint",,,"X4","X4P152L01",,"no","no","no","no"
"Moist Neutral Tint","M<em>oi</em>st Neut<em>ral </em>Tint","neutral tint watercolour moist",,"watercolour, moist","neutral tint",,"1857","X4","X4P153L01",,"no","no","no","no"
"Moist Neutral Tint","M<em>oi</em>st Neut<em>ral </em>Tint","neutral tint watercolour moist","Restricted","watercolour, moist","neutral tint","N's",,"X4","X4P155L01",,"no","no","no","no"
"Moist Neutral Tint; Small Trial","M<em>oi</em>st Neut<em>ral </em>Tint; Small Trial","neutral tint watercolour moist",,"watercolour, moist","neutral tint",,,"X4","X4P156L01",,"no","no","no","no"
"Moist Neutral Tint","M<em>oi</em>st Neut<em>ral </em>Tint","neutral tint watercolour moist",,"watercolour, moist","neutral tint",,"1855","X4","X4P158L01",,"no","no","no","no"
"Moist Neutral Tint","M<em>oi</em>st Neut<em>ral </em>Tint","neutral tint watercolour moist","Restricted","watercolour, moist","neutral tint",,,"X4","X4P160L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,,"X4","X4P162L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,,"X4","X4P164L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,,"X4","X4P166L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,,"X4","X4P168L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,"1854","X4","X4P169L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,,"X4","X4P171L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,,"X4","X4P173L01",,"no","no","no","no"
"Moist Indian Red","M<em>oi</em>st Ind<em>ian </em>Red","Indian red watercolour moist","Restricted","watercolour, moist","Indian red",,"1855","X4","X4P174L01",,"no","no","no","no"
"Moist French Blue","M<em>oi</em>st French Blue","French blue watercolour moist","Restricted","watercolour, moist","French blue",,,"X4","X4P175L01",,"no","no","no","no"
"Moist French Blue Shreds for Tubes","M<em>oi</em>st French Blue Shreds for Tubes","French blue watercolour tube","Restricted","watercolour, tubes","French blue",,,"X4","X4P176L01",,"no","no","no","no"
"Moist Tube French Blue","M<em>oi</em>st Tube French Blue","French blue watercolour tube","Restricted","watercolour, tubes","French blue",,,"X4","X4P177L01",,"no","yes","no","no"
"Moist French Blue for Pans or Tubes","M<em>oi</em>st French Blue for Pans or Tubes","French blue watercolour moist","Restricted","watercolour, moist, watercolour, tubes, watercolour, pans","French blue",,,"X4","X4P178L01",,"no","no","no","no"
"Moist French Blue for Tube or Moist","M<em>oi</em>st French Blue for Tube or Moist","artificial ultramarine watercolour","Restricted","watercolour, moist, watercolour, tubes","French blue",,,"X4","X4P179L01",,"no","no","no","no"
"Moist French Blue for Lakes or Moists","M<em>oi</em>st French Blue for Lakes or Moists","French blue watercolour moist","Restricted","watercolour, moist","French blue","N&H",,"X4","X4P181L01",,"no","no","no","no"
"Moist Brown Pink","M<em>oi</em>st Brown Pink","brown pink watercolour moist",,"watercolour, moist","brown pink",,,"X4","X4P183L01",,"no","no","no","no"
"Moist Brown Pink","M<em>oi</em>st Brown Pink","brown pink watercolour moist",,"watercolour, moist","brown pink",,,"X4","X4P184L01",,"no","no","no","no"
"Moist Brown Pink","M<em>oi</em>st Brown Pink","brown pink watercolour moist","Restricted","watercolour, moist","brown pink",,,"X4","X4P185L01",,"no","no","no","no"
"Moist Brown Pink","M<em>oi</em>st Brown Pink","brown pink watercolour moist",,"watercolour, moist","brown pink",,,"X4","X4P187L01",,"no","no","no","no"
"Moist Brown Pink","M<em>oi</em>st Brown Pink","brown pink watercolour moist",,"watercolour, moist","brown pink",,,"X4","X4P189L01",,"no","no","no","no"
"Moist Brown Pink","M<em>oi</em>st Brown Pink","brown pink watercolour moist",,"watercolour, moist","brown pink",,,"X4","X4P191L01",,"no","no","no","no"
"Moist Raw Umber","M<em>oi</em>st Raw Umber","raw umber watercolour moist","Restricted","watercolour, moist","raw umber",,,"X4","X4P194L01",,"no","no","no","no"
"Moist Raw Umber for Tubes","M<em>oi</em>st Raw Umber for Tubes","raw umber watercolour tube",,"watercolour, tubes","raw umber",,,"X4","X4P196L01",,"no","no","no","no"
"raw umber watercolour tube","raw umber watercolour tube","raw umber watercolour tube","Restricted","watercolour, tubes, quality evaluation","raw umber",,,"X4","X4P196L24",,"no","no","no","no"
"Moist Raw Umber for Tubes","M<em>oi</em>st Raw Umber for Tubes","raw umber watercolour tube","Restricted","watercolour, tubes","raw umber",,,"X4","X4P198L01",,"no","yes","no","no"
"Moist Pure Scarlet","M<em>oi</em>st Pure Scarlet","pure scarlet watercolour moist","Restricted","watercolour, moist","scarlet",,,"X4","X4P199L01",,"no","no","no","no"
"Moist Pure Scarlet","M<em>oi</em>st Pure Scarlet","pure scarlet watercolour moist",,"watercolour, moist","scarlet",,,"X4","X4P200L01",,"no","no","no","no"
"Moist Pure Scarlet","M<em>oi</em>st Pure Scarlet","pure scarlet watercolour moist",,"watercolour, moist","scarlet",,,"X4","X4P202L01",,"no","no","no","no"
"Moist Pure Scarlet","M<em>oi</em>st Pure Scarlet","pure scarlet watercolour moist",,"watercolour, moist","scarlet",,,"X4","X4P203L01",,"no","no","no","no"
"Moist Yellow ochre","M<em>oi</em>st Yell<em>ow </em>ochre","yellow ochre watercolour moist",,"watercolour, moist","yellow ochre",,,"X4","X4P204L01",,"no","no","no","no"
"Moist Yellow ochre","M<em>oi</em>st Yell<em>ow </em>ochre","yellow ochre watercolour moist",,"watercolour, moist, discussion of variations","yellow ochre",,,"X4","X4P206L01",,"no","no","no","no"
"Moist Yellow ochre","M<em>oi</em>st Yell<em>ow </em>ochre","yellow ochre watercolour moist",,"watercolour, moist","yellow ochre",,,"X4","X4P208L01",,"no","no","no","no"
"Moist Yellow ochre","M<em>oi</em>st Yell<em>ow </em>ochre","yellow ochre watercolour moist",,"watercolour, moist","yellow ochre",,,"X4","X4P210L01",,"no","no","no","no"
"Moist Yellow Ochre","M<em>oi</em>st Yell<em>ow </em>Ochre","yellow ochre watercolour moist",,"watercolour, moist","yellow ochre",,,"X4","X4P212L01",,"no","no","no","no"
"Moist Yellow Ochre","M<em>oi</em>st Yell<em>ow </em>Ochre","yellow ochre watercolour moist",,"watercolour, moist","yellow ochre",,,"X4","X4P214L01",,"no","no","no","no"
"Moist Sepia","M<em>oi</em>st Sepia","sepia watercolour moist","Restricted","watercolour, moist","sepia",,,"X4","X4P216L01",,"no","no","no","no"
"Moist Sepia","M<em>oi</em>st Sepia","sepia watercolour moist","Restricted","watercolour, moist","sepia",,,"X4","X4P218L01",,"no","no","no","no"
"Moist Sepia","M<em>oi</em>st Sepia","sepia watercolour moist","Restricted","watercolour, moist","sepia",,,"X4","X4P220L01",,"no","no","no","no"
"Moist Sepia","M<em>oi</em>st Sepia","sepia watercolour moist","Restricted","watercolour, moist","sepia",,,"X4","X4P222L01",,"no","no","no","no"
"Moist Sepia","M<em>oi</em>st Sepia","sepia watercolour moist","Restricted","watercolour, moist","sepia",,"1855","X4","X4P224L01",,"no","no","no","no"
"Moist Prussian Blue","M<em>oi</em>st Pruss<em>ian </em>Blue","Prussian blue watercolour moist","Restricted","watercolour, moist","Prussian blue",,,"X4","X4P226L01",,"no","no","no","no"
"Moist Prussian Blue","M<em>oi</em>st Pruss<em>ian </em>Blue","Prussian blue watercolour moist","Restricted","watercolour, moist","Prussian blue",,,"X4","X4P227L01",,"no","no","no","no"
"Moist Prussian Blue","M<em>oi</em>st Pruss<em>ian </em>Blue","Prussian blue watercolour moist","Restricted","watercolour, moist","Prussian blue",,,"X4","X4P229L01",,"no","no","no","no"
"Madder Brown Moist","Madd<em>er </em>Br<em>ow</em>n M<em>oi</em>st","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P231L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P232L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P234L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P236L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P238L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P240L01",,"no","no","no","no"
